state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
SC,161,0,0,0,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1,1
SC,130,0,0,0,212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0,1
MD,107,0,0,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,1
NY,126,1,0,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,1
NY,77,0,1,33,143,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,1
ID,92,0,1,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,1
TX,139,1,1,31,203.5,82,34.6,200.3,72,17.03,214,112,9.63,13.4,6,3.62,1,1
WI,89,0,0,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1,1
DC,114,0,0,0,147.1,119,25.01,161,111,13.69,275.9,106,12.42,9,3,2.43,5,1
CA,37,0,0,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,1
MN,100,1,0,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2,1
CO,132,0,0,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,1
MN,40,0,0,0,81.7,123,13.89,210.2,108,17.87,212,64,9.54,11.3,3,3.05,6,1
PA,75,0,0,0,109,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4,1
CA,105,0,1,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,1
NC,182,0,0,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,1
WV,152,1,1,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,1
IN,129,0,0,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1,1
ID,116,1,1,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,1
RI,143,0,0,0,167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,4,1
KY,21,0,0,0,92.6,95,15.74,161.9,70,13.76,285,78,12.83,11.3,3,3.05,5,1
MD,111,0,0,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12,2,3.24,5,1
NJ,57,1,0,0,115,65,19.55,122.3,96,10.4,245,75,11.03,6.4,1,1.73,0,1
CO,92,0,0,0,184.7,60,31.4,262,73,22.27,239.5,120,10.78,12.3,6,3.32,2,1
RI,125,0,0,0,113,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,1
CT,119,0,0,0,294.2,100,50.01,232.5,53,19.76,195,64,8.78,9,1,2.43,0,1
OR,138,1,1,28,211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3,1
SC,19,0,0,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,1
KY,58,0,0,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,1
MN,152,0,0,0,317.8,60,54.03,152.9,100,13,123.4,63,5.55,10.4,7,2.81,1,1
WV,124,0,0,0,312,112,53.04,180,109,15.3,168.6,94,7.59,12.8,4,3.46,1,1
MS,131,0,0,0,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,1
NY,123,0,0,0,123.2,104,20.94,190,117,16.15,170.3,95,7.66,12.9,5,3.48,4,1
ND,122,0,0,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,1
OH,115,1,0,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,1
AL,25,0,0,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,1
DE,97,0,0,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,1
OK,86,1,0,0,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08,2,1
AR,145,0,0,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,1
NH,125,1,0,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,1
ND,147,1,1,35,157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3,3,1
MI,105,0,0,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,1
NH,141,0,1,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,1
KS,91,1,0,0,246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27,2,1
SC,116,0,0,0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,1
NJ,88,0,0,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,1
VA,50,1,0,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,1
NM,188,1,1,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,1
RI,103,1,0,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,1
MS,65,1,0,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,1
ND,180,0,0,0,224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,3,1
IA,44,0,0,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,1
SC,121,0,0,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,1
MN,125,1,1,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,1,1
MN,125,0,0,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,1
MI,74,0,0,0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,3,1
SC,209,0,0,0,255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3,3,1
MI,132,0,0,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,1
WV,63,0,0,0,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,0,1
NJ,182,0,0,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,1
NJ,127,0,0,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,1
NC,130,1,0,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,1
TX,90,1,1,26,169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,1
PA,61,0,1,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1
MD,147,0,0,0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,1
IL,137,1,0,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,1
WI,161,0,0,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,1
NJ,134,0,1,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,1
ME,62,1,1,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,1
MD,119,0,0,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,1
MN,38,0,0,0,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,5,1
AR,109,0,1,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9,6,2.43,6,1
MT,137,1,0,0,258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1
SD,52,1,0,0,251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97,0,1
ID,130,0,0,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1
WY,159,0,0,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1
OR,81,0,0,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1
AL,89,0,0,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1
MS,123,1,0,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1
SC,112,0,0,0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1
NH,97,0,1,32,90,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1
MA,17,1,0,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,1
WY,134,0,0,0,296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,1
MI,178,1,0,0,124.5,134,21.17,141.2,78,12,268.2,113,12.07,11.4,2,3.08,2,1
UT,170,0,0,0,285.7,44,48.57,167.5,144,14.24,260,97,11.7,8.7,4,2.35,1,1
CT,93,0,0,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,1
MS,78,0,0,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,1
MT,85,0,1,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,1
NV,148,0,0,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,1
WA,96,0,0,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,1
NY,168,0,0,0,163.4,134,27.78,240.1,87,20.41,164,147,7.38,11.6,2,3.13,2,1
IN,72,0,0,0,287.4,116,48.86,235.3,126,20,292.1,114,13.14,5,3,1.35,4,1
DC,24,0,0,0,149,73,25.33,131,81,11.14,238.6,69,10.74,8.6,3,2.32,2,1
OK,44,0,0,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,1
GA,117,1,0,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10,3,2.7,1,1
ND,145,0,0,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9,13,2.43,1,1
OH,133,0,0,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,1
WY,123,0,0,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,1
NC,95,0,0,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,1
TX,1,0,0,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7,5,1
KY,98,0,1,36,168,81,28.56,163.2,125,13.87,172.7,120,7.77,8,2,2.16,6,1
OR,99,0,0,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,1
CT,160,0,0,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,1
MI,148,1,0,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,1
MT,147,0,1,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,1
HI,99,0,0,0,135.7,107,23.07,208.4,103,17.71,209,95,9.4,8.8,3,2.38,7,1
KS,84,0,0,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,1
NY,131,1,0,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,1
MI,108,1,0,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,1
VT,128,0,0,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,1
WA,177,0,0,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,1
TX,169,0,0,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,1
MT,103,0,1,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,1
ME,88,0,0,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,1
MN,57,0,0,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,1
SC,101,0,0,0,158.4,92,26.93,188,117,15.98,219.7,125,9.89,13.5,4,3.65,4,1
CO,130,0,0,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,1
MD,154,0,0,0,154.5,122,26.27,214.2,71,18.21,178,105,8.01,12,2,3.24,3,1
TX,75,0,0,0,305.1,106,51.87,188,115,15.98,235.4,116,10.59,8.5,5,2.3,0,1
WV,88,0,0,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,1
SD,27,0,0,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,1
AR,115,0,0,0,139.3,89,23.68,192.3,95,16.35,151,75,6.8,9.3,3,2.51,7,1
HI,108,0,0,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14,9,3.78,2,1
IA,40,0,0,0,169.7,115,28.85,141.4,123,12.02,253,115,11.39,10.5,3,2.84,4,1
MT,100,0,0,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,1
NC,161,0,0,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,1
NH,35,0,0,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,1
WA,60,1,0,0,205.9,97,35,277.4,117,23.58,202,139,9.09,11,2,2.97,0,1
ME,56,0,0,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,1
AR,127,1,0,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,1
AR,54,0,0,0,247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2,1
TX,201,0,0,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,1
ID,78,0,0,0,103.5,115,17.6,117.9,102,10.02,201,94,9.05,12,3,3.24,4,1
WA,76,1,0,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,1
ID,103,0,0,0,174.7,151,29.7,148,56,12.58,168.2,109,7.57,15.8,3,4.27,6,1
CT,87,0,0,0,240,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,1
MS,111,0,0,0,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,1
OH,68,1,1,24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,1
IN,115,0,0,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,1
ME,100,0,0,0,264.5,117,44.97,194,111,16.49,262.7,111,11.82,7.5,4,2.03,2,1
WA,121,0,0,0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,1
AK,177,1,0,0,248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1,1
AR,113,1,0,0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,1
NC,77,1,1,44,103.2,117,17.54,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,1
OK,146,0,0,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,1
RI,138,1,0,0,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11,4,2.97,2,1
ID,82,0,0,0,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11,6,2.97,3,1
WA,84,0,0,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,1
MD,133,0,0,0,295,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,1
AR,76,0,0,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10,3,2.7,4,1
KS,170,0,1,42,199.5,119,33.92,135,90,11.48,184.6,49,8.31,10.9,3,2.94,4,1
MI,119,1,1,22,172.1,119,29.26,223.6,133,19.01,150,94,6.75,13.9,20,3.75,1,1
CA,84,0,0,0,280,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0,1
IL,71,1,0,0,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,1
GA,122,1,0,0,140,101,23.8,196.4,77,16.69,120.1,133,5.4,9.7,4,2.62,4,1
MD,62,0,0,0,321.1,105,54.59,265.5,122,22.57,180.5,72,8.12,11.5,2,3.11,4,1
IN,117,0,0,0,118.4,126,20.13,249.3,97,21.19,227,56,10.22,13.6,3,3.67,5,1
